sector,date,avg_price,price_std,min_price,max_price,total_volume,volatility
Industrial,2023-06-13,129.64,103.57,20.7,287.44,3028561,0.01
Industrial,2023-06-14,129.25,103.59,20.82,288.18,2785989,0.01
Industrial,2023-06-15,129.46,103.81,20.7,287.43,3273924,0.01
Industrial,2023-06-16,129.43,103.46,20.92,284.33,3672311,0.01
Industrial,2023-06-17,129.43,102.57,20.91,283.53,3256808,0.01
Industrial,2023-06-18,130.04,102.22,21.36,282.89,3264802,0.02
Industrial,2023-06-19,130.49,101.56,21.34,281.34,4047344,0.02
Industrial,2023-06-20,129.6,100.16,21.36,278.97,4340445,0.01
Industrial,2023-06-21,129.93,101.71,20.78,280.91,4655137,0.02
Industrial,2023-06-22,129.56,102.31,20.13,283.65,4667887,0.02
Industrial,2023-06-23,130.5,104.02,20.47,285.92,4868197,0.01
Industrial,2023-06-24,129.77,104.7,20.16,289.38,2563110,0.01
Industrial,2023-06-25,129.29,104.75,20.49,291.29,3138301,0.01
Industrial,2023-06-26,128.72,104.96,20.12,290.0,2584850,0.02
Industrial,2023-06-27,128.39,104.62,20.19,287.7,2159172,0.01
Industrial,2023-06-28,128.05,104.72,20.64,290.15,2912729,0.02
Industrial,2023-06-29,128.11,104.58,20.75,288.36,2660998,0.01
Industrial,2023-06-30,128.46,105.49,20.09,288.55,1936933,0.02
Industrial,2023-07-01,127.79,104.97,19.89,286.29,2162221,0.01
Industrial,2023-07-02,127.38,104.93,18.95,283.36,2666463,0.02
Industrial,2023-07-03,126.5,103.49,19.21,279.1,2998154,0.01
Industrial,2023-07-04,127.49,104.21,20.04,284.16,3073720,0.02
Industrial,2023-07-05,127.83,103.78,20.16,283.84,3373943,0.01
Industrial,2023-07-06,126.85,103.36,19.34,282.48,2450279,0.01
Industrial,2023-07-07,125.92,102.77,19.01,279.3,2391643,0.01
Industrial,2023-07-08,125.74,102.22,18.79,276.29,2526194,0.01
Industrial,2023-07-09,125.61,102.63,18.12,278.01,2441160,0.01
Industrial,2023-07-10,125.89,103.45,18.42,281.68,2223830,0.01
Industrial,2023-07-11,126.95,104.22,18.23,283.02,2226085,0.02
Industrial,2023-07-12,126.36,103.66,18.02,278.64,1909723,0.01
Industrial,2023-07-13,126.07,103.06,17.94,276.34,1962233,0.01
Industrial,2023-07-14,124.29,101.35,17.69,272.95,2302223,0.01
Industrial,2023-07-15,123.84,100.93,17.4,270.69,1937827,0.01
Industrial,2023-07-16,124.27,101.82,17.56,270.76,2102296,0.01
Industrial,2023-07-17,125.53,104.12,17.45,276.61,2249131,0.02
Industrial,2023-07-18,126.16,104.08,17.1,272.49,1929507,0.02
Industrial,2023-07-19,125.34,103.31,17.36,270.79,2135721,0.02
Industrial,2023-07-20,125.34,103.35,17.4,271.93,1851775,0.01
Industrial,2023-07-21,125.01,102.52,17.35,269.9,1871078,0.01
Industrial,2023-07-22,124.05,100.79,17.54,261.44,1817728,0.02
Industrial,2023-07-23,124.56,100.47,17.44,264.29,1414512,0.02
Industrial,2023-07-24,124.77,100.76,17.72,268.7,1423726,0.01
Industrial,2023-07-25,124.24,99.75,17.72,265.57,1166837,0.02
Industrial,2023-07-26,122.55,97.01,17.93,259.93,1106944,0.02
Industrial,2023-07-27,122.44,97.13,17.87,260.33,1003926,0.01
Industrial,2023-07-28,122.53,97.45,17.74,261.81,1111947,0.02
Industrial,2023-07-29,122.9,96.8,18.45,260.45,1028336,0.02
Industrial,2023-07-30,123.4,97.65,18.64,264.9,1039922,0.01
Industrial,2023-07-31,123.87,98.75,17.92,271.2,1101400,0.02
Industrial,2023-08-01,122.38,98.32,17.78,271.86,1066453,0.01
Industrial,2023-08-02,122.52,98.1,17.97,270.62,1148079,0.01
Industrial,2023-08-03,122.08,97.26,18.15,266.39,1284161,0.02
Industrial,2023-08-04,122.58,97.26,18.47,265.62,1053042,0.01
Industrial,2023-08-05,123.12,97.69,18.47,263.39,986900,0.01
Industrial,2023-08-06,123.5,98.73,18.29,267.11,773511,0.02
Industrial,2023-08-07,123.32,97.33,17.91,263.46,882140,0.03
Industrial,2023-08-08,123.86,99.4,17.52,269.04,838750,0.02
Industrial,2023-08-09,124.36,100.07,17.37,272.05,891891,0.01
Industrial,2023-08-10,123.59,99.51,17.86,266.78,1009685,0.02
Industrial,2023-08-11,124.0,100.08,18.49,270.43,1061600,0.02
Industrial,2023-08-12,124.17,100.32,18.39,270.16,861338,0.01
Industrial,2023-08-13,124.02,100.74,17.93,269.22,998420,0.01
Industrial,2023-08-14,122.56,98.78,17.86,265.79,992661,0.01
Industrial,2023-08-15,122.49,98.72,17.51,262.15,1035151,0.02
Industrial,2023-08-16,121.82,97.37,17.36,258.02,807606,0.01
Industrial,2023-08-17,121.88,97.46,17.38,259.2,785780,0.02
Industrial,2023-08-18,121.39,96.4,17.32,257.82,772089,0.01
Industrial,2023-08-19,122.42,98.68,17.35,266.38,851944,0.02
Industrial,2023-08-20,122.13,98.8,17.62,268.8,1012481,0.01
Industrial,2023-08-21,121.41,99.3,18.03,270.56,1036647,0.02
Industrial,2023-08-22,120.47,98.51,17.4,268.15,1220972,0.02
Industrial,2023-08-23,121.06,98.64,17.02,270.13,1358644,0.02
Industrial,2023-08-24,120.73,97.81,17.22,267.11,1493948,0.01
Industrial,2023-08-25,120.92,97.68,17.14,267.06,1399833,0.01
Industrial,2023-08-26,121.25,98.32,17.08,269.16,1675457,0.01
Industrial,2023-08-27,120.52,98.05,17.68,269.5,2038290,0.03
Industrial,2023-08-28,120.91,98.21,17.7,270.26,2298445,0.02
Industrial,2023-08-29,120.19,98.16,18.19,269.76,2370045,0.02
Industrial,2023-08-30,120.21,97.97,18.2,272.9,1917373,0.02
Industrial,2023-08-31,119.01,97.09,18.68,271.16,1692381,0.02
Industrial,2023-09-01,119.33,98.31,18.15,272.54,1670355,0.02
Industrial,2023-09-02,119.59,98.57,17.95,272.96,1807250,0.01
Industrial,2023-09-03,120.35,100.14,17.64,276.95,1375166,0.02
Industrial,2023-09-04,119.98,99.92,17.89,278.07,1483383,0.02
Industrial,2023-09-05,120.81,100.75,17.86,278.36,1477734,0.01
Industrial,2023-09-06,120.58,100.89,17.97,272.98,1594427,0.02
Industrial,2023-09-07,121.3,101.51,18.32,276.8,1772782,0.02
Industrial,2023-09-08,121.52,102.63,18.27,283.28,1539672,0.01
Industrial,2023-09-09,120.81,102.37,18.45,283.31,1661161,0.02
Real Estate,2023-01-01,66.95,31.99,37.4,100.93,9125546,
Real Estate,2023-01-02,67.61,31.9,38.68,101.82,8124197,0.02
Real Estate,2023-01-03,67.39,31.72,38.24,101.18,7842592,0.01
Real Estate,2023-01-04,66.38,32.08,36.4,100.21,6654631,0.02
Real Estate,2023-01-05,66.09,31.61,36.55,99.43,8711927,0.01
Real Estate,2023-01-06,66.77,32.35,36.79,101.06,10169791,0.01
Real Estate,2023-01-07,66.93,32.77,35.82,101.15,14298617,0.02
Real Estate,2023-01-08,67.71,32.47,36.52,101.32,18170719,0.01
Real Estate,2023-01-09,66.77,31.5,36.37,99.27,16260929,0.01
Real Estate,2023-01-10,66.37,30.8,36.23,97.78,14089040,0.01
Real Estate,2023-01-11,66.62,30.72,36.64,98.03,8687400,0.01
Real Estate,2023-01-12,66.81,31.17,36.34,98.64,10678335,0.01
Real Estate,2023-01-13,66.36,30.71,36.25,97.64,10916480,0.0
Real Estate,2023-01-14,65.63,29.81,36.68,96.23,7552421,0.02
Real Estate,2023-01-15,65.91,30.35,35.94,96.64,8917270,0.02
Real Estate,2023-01-16,65.74,29.48,35.99,94.93,12841316,0.02
Real Estate,2023-01-17,65.73,29.1,36.24,94.41,13672636,0.01
Real Estate,2023-01-18,65.81,29.36,35.3,93.86,12703863,0.03
Real Estate,2023-01-19,67.01,29.74,36.26,95.61,17860314,0.01
Real Estate,2023-01-20,66.56,29.18,35.74,93.77,15662846,0.02
Real Estate,2023-01-21,66.96,31.66,34.0,97.14,13542459,0.04
Real Estate,2023-01-22,67.44,31.44,34.91,97.68,17361404,0.01
Real Estate,2023-01-23,68.11,31.29,36.18,98.73,3449545,0.02
Real Estate,2023-01-24,67.9,31.96,35.3,99.17,4542921,0.02
Real Estate,2023-01-25,68.62,31.87,35.65,99.25,3436785,0.01
Real Estate,2023-01-26,68.53,31.57,35.27,98.09,3606940,0.02
Real Estate,2023-01-27,69.52,31.38,36.49,98.93,5501692,0.01
Real Estate,2023-01-28,68.66,31.92,35.1,98.64,5864127,0.02
Real Estate,2023-01-29,68.29,31.01,35.31,96.86,3428507,0.01
Real Estate,2023-01-30,68.28,30.77,35.38,96.33,3654848,0.01
Real Estate,2023-01-31,67.74,31.0,34.75,96.28,3839406,0.01
Real Estate,2023-02-01,68.36,30.23,36.08,96.01,3653187,0.02
Real Estate,2023-02-02,67.98,30.06,36.04,95.72,2482485,0.01
Real Estate,2023-02-03,67.14,29.97,34.85,94.05,3080549,0.02
Real Estate,2023-02-04,67.37,29.53,35.16,93.17,2900547,0.01
Real Estate,2023-02-05,68.69,29.64,36.34,94.55,2782605,0.01
Real Estate,2023-02-06,68.55,30.87,34.92,95.59,2245395,0.03
Real Estate,2023-02-07,68.21,32.1,33.85,97.42,2355651,0.03
Real Estate,2023-02-08,67.72,31.73,34.31,97.44,2195990,0.02
Real Estate,2023-02-09,68.33,31.95,34.78,98.38,2248691,0.0
Real Estate,2023-02-10,67.77,30.0,35.41,94.66,2034094,0.03
Real Estate,2023-02-11,68.43,29.76,36.32,95.07,1614997,0.01
Real Estate,2023-02-12,68.35,29.64,36.17,94.54,1469260,0.01
Real Estate,2023-02-13,69.19,30.53,36.17,96.4,1853483,0.01
Real Estate,2023-02-14,69.48,30.63,36.39,96.83,1742593,0.0
Real Estate,2023-02-15,69.13,30.38,36.21,96.08,2322337,0.0
Real Estate,2023-02-16,69.86,30.49,36.81,96.89,1873749,0.0
Real Estate,2023-02-17,70.36,31.82,35.87,98.57,1954639,0.02
Real Estate,2023-02-18,70.78,32.19,35.74,99.04,1439147,0.01
Real Estate,2023-02-19,70.26,32.0,35.55,98.59,1398132,0.0
Real Estate,2023-02-20,69.69,32.52,34.16,97.98,1612067,0.02
Real Estate,2023-02-21,70.31,33.0,34.62,99.7,1781732,0.01
Real Estate,2023-02-22,69.84,32.29,35.38,99.4,1686538,0.02
Real Estate,2023-02-23,69.24,31.54,35.47,97.94,2126729,0.01
Real Estate,2023-02-24,69.32,31.17,35.63,97.14,2046317,0.01
Real Estate,2023-02-25,69.75,30.51,36.35,96.15,1564961,0.02
Real Estate,2023-02-26,68.68,29.41,36.26,93.65,1529275,0.01
Real Estate,2023-02-27,69.04,29.2,36.91,93.96,1835498,0.01
Real Estate,2023-02-28,68.8,28.0,37.9,92.5,2097986,0.02
Real Estate,2023-03-01,69.25,28.01,38.43,93.16,2304322,0.01
Real Estate,2023-03-02,69.46,28.52,37.95,93.5,1872690,0.01
Real Estate,2023-03-03,68.92,28.61,37.47,93.41,2107554,0.01
Real Estate,2023-03-04,69.22,28.14,38.66,94.07,2842241,0.02
Real Estate,2023-03-05,69.16,27.86,38.94,93.82,2954033,0.01
Real Estate,2023-03-06,69.03,27.95,38.85,94.02,3465347,0.0
Real Estate,2023-03-07,69.56,28.3,38.84,94.55,3042210,0.01
Real Estate,2023-03-08,69.61,27.57,39.92,94.4,2780788,0.02
Real Estate,2023-03-09,68.69,27.58,39.42,94.2,2492101,0.01
Real Estate,2023-03-10,68.94,26.62,40.3,92.94,1508064,0.02
Real Estate,2023-03-11,69.37,27.54,40.14,94.84,1494303,0.01
Real Estate,2023-03-12,69.97,27.9,40.57,96.06,1541389,0.01
Real Estate,2023-03-13,70.6,28.77,40.08,97.24,1176936,0.02
Real Estate,2023-03-14,70.09,27.45,41.04,95.59,921626,0.02
Real Estate,2023-03-15,70.24,27.59,41.31,96.25,946754,0.01
Real Estate,2023-03-16,70.49,27.23,41.48,95.49,1229407,0.01
Real Estate,2023-03-17,71.64,25.41,44.33,94.58,1036881,0.04
Real Estate,2023-03-18,72.11,25.64,45.34,96.44,896395,0.02
Real Estate,2023-03-19,73.2,25.81,46.43,97.94,978707,0.01
Real Estate,2023-03-20,73.6,24.83,47.93,97.5,1093306,0.02
Real Estate,2023-03-21,73.31,25.54,46.99,98.0,1219984,0.01
Real Estate,2023-03-22,74.13,25.82,47.14,98.59,1255569,0.01
Real Estate,2023-03-23,73.8,26.07,46.66,98.64,1520963,0.01
Real Estate,2023-03-24,74.76,25.11,48.36,98.34,1521243,0.02
Real Estate,2023-03-25,75.24,24.36,49.06,97.23,1599006,0.02
Real Estate,2023-03-26,74.87,25.14,47.47,96.88,1975435,0.02
Real Estate,2023-03-27,75.19,26.25,46.6,98.22,1845055,0.02
Real Estate,2023-03-28,75.47,27.2,45.81,99.25,1952823,0.02
Real Estate,2023-03-29,75.31,27.82,45.16,100.0,2288051,0.01
Real Estate,2023-03-30,75.23,28.01,44.78,99.91,2607880,0.01
Real Estate,2023-03-31,75.18,27.52,45.19,99.26,2975393,0.01
Real Estate,2023-04-01,74.3,26.0,45.47,95.97,1945395,0.02
Real Estate,2023-04-02,74.25,26.35,45.23,96.68,1120532,0.01
Real Estate,2023-04-03,74.28,26.78,44.42,96.16,1201946,0.02
Real Estate,2023-04-04,74.18,28.23,42.69,97.21,1346444,0.03
Real Estate,2023-04-05,73.81,28.31,42.4,97.34,1315133,0.01
Real Estate,2023-04-06,73.4,29.08,41.06,97.4,782726,0.02
Real Estate,2023-04-07,73.63,28.89,41.39,97.2,690102,0.01
Real Estate,2023-04-08,73.67,29.98,40.42,98.62,915629,0.02
Real Estate,2023-04-09,73.54,29.23,40.9,97.29,1053026,0.01
Real Estate,2023-04-10,74.03,29.2,41.44,97.8,1157220,0.0
Real Estate,2023-04-11,72.44,29.22,39.98,96.62,1023070,0.01
Real Estate,2023-04-12,72.3,30.11,38.89,97.33,802791,0.02
Real Estate,2023-04-13,73.18,30.47,39.73,99.34,962577,0.01
Real Estate,2023-04-14,72.56,30.14,39.24,97.91,635183,0.01
Real Estate,2023-04-15,73.43,30.54,39.81,99.44,485733,0.01
Real Estate,2023-04-16,73.28,31.21,38.74,99.45,478162,0.02
Real Estate,2023-04-17,74.52,30.62,40.4,99.61,417760,0.02
Real Estate,2023-04-18,74.11,29.64,40.9,97.88,494259,0.01
Real Estate,2023-04-19,74.77,30.38,41.06,100.02,545870,0.01
Real Estate,2023-04-20,74.11,30.92,39.76,99.7,433470,0.02
Real Estate,2023-04-21,74.67,31.08,40.12,100.35,549949,0.0
Real Estate,2023-04-22,74.68,31.51,39.78,101.04,354148,0.01
Real Estate,2023-04-23,75.52,32.04,40.42,103.2,402950,0.01
Real Estate,2023-04-24,75.05,31.65,40.69,103.03,380092,0.01
Real Estate,2023-04-25,74.86,31.66,40.34,102.53,422622,0.01
Real Estate,2023-04-26,74.26,29.62,41.96,100.15,424518,0.03
Real Estate,2023-04-27,74.65,29.19,43.01,100.54,421890,0.01
Real Estate,2023-04-28,74.67,28.04,44.09,99.19,363024,0.02
Real Estate,2023-04-29,75.12,30.05,42.63,101.91,373979,0.03
Real Estate,2023-04-30,75.09,31.25,42.16,104.33,376973,0.03
Real Estate,2023-05-01,74.97,31.23,42.3,104.52,389921,0.01
Real Estate,2023-05-02,75.28,31.79,42.47,105.93,433202,0.01
Real Estate,2023-05-03,75.48,32.26,42.17,106.58,598222,0.01
Real Estate,2023-05-04,75.95,33.6,41.07,108.1,668956,0.02
Real Estate,2023-05-05,75.66,33.22,41.11,107.37,694923,0.0
Real Estate,2023-05-06,75.64,32.85,41.08,106.46,641250,0.01
Real Estate,2023-05-07,75.96,33.45,40.55,107.02,796934,0.01
Real Estate,2023-05-08,76.33,35.04,39.16,108.76,628510,0.03
Real Estate,2023-05-09,75.4,34.31,38.33,106.04,731886,0.02
Real Estate,2023-05-10,75.03,34.83,37.41,106.15,764872,0.01
Real Estate,2023-05-11,74.12,35.28,35.77,105.2,437734,0.02
Real Estate,2023-05-12,72.78,34.93,35.18,104.22,446300,0.01
Real Estate,2023-05-13,72.74,34.54,35.68,104.02,454113,0.01
Real Estate,2023-05-14,71.78,33.87,35.15,101.95,461034,0.01
Real Estate,2023-05-15,72.18,33.65,35.66,101.93,652607,0.01
Real Estate,2023-05-16,72.3,33.99,35.45,102.43,893103,0.01
Real Estate,2023-05-17,71.82,33.78,35.11,101.6,611285,0.0
Real Estate,2023-05-18,71.9,33.73,35.13,101.42,728313,0.0
Real Estate,2023-05-19,72.59,34.07,35.39,102.28,826337,0.0
Real Estate,2023-05-20,73.33,35.65,34.8,105.15,985607,0.02
Real Estate,2023-05-21,72.82,35.55,34.55,104.81,974320,0.0
Real Estate,2023-05-22,72.42,35.74,33.54,103.85,914557,0.02
Real Estate,2023-05-23,73.45,36.26,33.96,105.25,1166021,0.0
Real Estate,2023-05-24,73.89,35.5,35.17,104.93,1117523,0.02
Real Estate,2023-05-25,73.0,34.83,35.41,104.17,1328689,0.02
Real Estate,2023-05-26,72.31,34.43,34.9,102.68,1263821,0.01
Real Estate,2023-05-27,70.83,31.81,35.67,97.61,848874,0.04
Real Estate,2023-05-28,71.38,31.45,36.26,96.97,818767,0.01
Real Estate,2023-05-29,70.64,31.39,35.37,95.51,722856,0.01
Real Estate,2023-05-30,70.42,32.24,34.56,97.0,484588,0.02
Real Estate,2023-05-31,69.84,31.54,34.45,94.94,483035,0.01
Real Estate,2023-06-01,69.2,31.01,34.38,93.82,458213,0.01
Real Estate,2023-06-02,69.65,31.11,34.69,94.27,486917,0.0
Real Estate,2023-06-03,69.39,30.83,35.04,94.66,426804,0.02
Real Estate,2023-06-04,69.88,30.85,35.79,95.86,467866,0.01
Real Estate,2023-06-05,70.04,30.87,36.06,96.37,425676,0.01
Real Estate,2023-06-06,70.42,32.37,34.81,98.06,438538,0.03
Real Estate,2023-06-07,70.17,31.85,35.05,97.17,461949,0.01
Real Estate,2023-06-08,69.42,31.18,35.3,96.43,390078,0.01
Real Estate,2023-06-09,70.05,31.63,35.66,97.88,347531,0.01
Real Estate,2023-06-10,69.78,31.14,35.83,97.0,408034,0.01
Real Estate,2023-06-11,69.73,32.43,34.61,98.53,347978,0.03
Real Estate,2023-06-12,70.67,32.57,35.82,100.33,416971,0.02
Real Estate,2023-06-13,70.7,32.28,35.93,99.72,541107,0.01
Real Estate,2023-06-14,70.91,30.64,37.81,98.29,493406,0.03
Real Estate,2023-06-15,70.7,30.5,37.29,97.05,380099,0.02
Real Estate,2023-06-16,71.75,30.54,38.27,98.09,385729,0.01
Real Estate,2023-06-17,71.26,30.18,37.97,96.83,338400,0.01
Real Estate,2023-06-18,71.67,29.61,38.74,96.11,410529,0.01
Real Estate,2023-06-19,72.39,30.17,39.5,98.78,397683,0.02
Real Estate,2023-06-20,72.49,29.97,40.06,99.15,453746,0.01
Real Estate,2023-06-21,71.86,29.53,40.13,98.55,552567,0.01
Real Estate,2023-06-22,71.88,29.19,40.43,98.1,548734,0.01
Real Estate,2023-06-23,71.66,29.0,40.44,97.76,503949,0.0
Real Estate,2023-06-24,71.21,28.52,40.95,97.6,576301,0.02
Real Estate,2023-06-25,70.27,28.65,40.14,97.16,604173,0.01
Real Estate,2023-06-26,70.08,27.04,41.55,95.33,746471,0.03
Real Estate,2023-06-27,70.81,27.32,42.23,96.67,671430,0.01
Real Estate,2023-06-28,70.5,29.03,39.86,97.58,595945,0.04
Real Estate,2023-06-29,71.17,29.69,40.21,99.41,609159,0.01
Real Estate,2023-06-30,71.25,28.33,41.25,97.54,733078,0.02
Real Estate,2023-07-01,71.73,28.67,41.43,98.43,982145,0.0
Real Estate,2023-07-02,72.31,29.57,41.5,100.45,1248458,0.01
Real Estate,2023-07-03,71.97,30.23,40.72,101.07,1490936,0.01
Real Estate,2023-07-04,71.11,30.04,39.9,99.81,1418037,0.01
Real Estate,2023-07-05,72.48,31.54,40.39,103.44,854442,0.02
Real Estate,2023-07-06,73.01,31.73,40.49,103.87,759854,0.01
Real Estate,2023-07-07,73.9,31.57,41.88,104.99,887397,0.02
Real Estate,2023-07-08,74.81,32.01,42.55,106.57,1004533,0.01
Real Estate,2023-07-09,75.71,32.46,42.72,107.61,1189128,0.01
Real Estate,2023-07-10,75.98,31.69,43.92,107.29,1093560,0.02
Real Estate,2023-07-11,76.7,32.49,44.01,108.99,1334607,0.01
Real Estate,2023-07-12,77.4,32.84,44.67,110.35,1434540,0.01
Real Estate,2023-07-13,76.95,33.64,42.5,109.72,1419682,0.03
Real Estate,2023-07-14,76.41,34.5,40.51,109.32,1592937,0.03
Real Estate,2023-07-15,76.5,35.03,39.74,109.5,1578234,0.02
Real Estate,2023-07-16,76.46,34.04,40.49,108.17,1936018,0.02
Real Estate,2023-07-17,77.42,34.4,40.98,109.33,2244023,0.0
Real Estate,2023-07-18,78.02,34.26,41.6,109.6,2421496,0.01
Real Estate,2023-07-19,78.27,34.29,41.63,109.59,3299165,0.0
Real Estate,2023-07-20,78.53,34.43,42.13,110.59,2295590,0.01
Real Estate,2023-07-21,78.79,34.53,41.98,110.47,2274602,0.01
Real Estate,2023-07-22,77.59,34.56,40.94,109.6,2952921,0.01
Real Estate,2023-07-23,77.05,33.17,41.43,107.05,3528009,0.02
Real Estate,2023-07-24,77.69,33.26,42.1,107.99,1600975,0.01
Real Estate,2023-07-25,77.15,33.12,42.27,108.18,1441922,0.02
Real Estate,2023-07-26,77.48,33.97,42.28,110.08,1159449,0.01
Real Estate,2023-07-27,77.32,35.09,41.12,111.19,1420039,0.02
Real Estate,2023-07-28,77.43,35.09,40.77,110.72,1809577,0.01
Real Estate,2023-07-29,77.51,34.44,41.58,110.22,2488142,0.01
Real Estate,2023-07-30,78.82,36.21,41.44,113.72,3108911,0.02
Real Estate,2023-07-31,79.9,36.24,42.3,114.61,2756521,0.01
Real Estate,2023-08-01,80.53,37.77,41.76,117.22,3354378,0.02
Real Estate,2023-08-02,80.21,38.01,40.79,116.64,4606402,0.02
Real Estate,2023-08-03,80.69,38.25,40.64,116.85,5417593,0.01
Real Estate,2023-08-04,80.58,38.2,40.33,116.33,3945086,0.01
Real Estate,2023-08-05,80.09,38.15,39.46,115.15,3572548,0.01
Real Estate,2023-08-06,80.34,38.59,39.32,115.92,3278492,0.01
Real Estate,2023-08-07,80.15,38.05,39.48,114.88,2470014,0.01
Real Estate,2023-08-08,80.7,38.8,39.58,116.68,2332260,0.01
Real Estate,2023-08-09,80.47,36.94,40.86,114.0,2376622,0.03
Real Estate,2023-08-10,80.79,36.82,40.9,113.48,2489993,0.01
Real Estate,2023-08-11,80.98,36.7,40.81,112.77,3417835,0.01
Real Estate,2023-08-12,81.31,35.84,42.21,112.62,3132599,0.02
Real Estate,2023-08-13,81.81,35.47,42.86,112.25,3580900,0.01
Real Estate,2023-08-14,81.4,36.45,41.45,112.84,3178775,0.02
Real Estate,2023-08-15,80.9,36.95,40.47,112.92,2909771,0.01
Real Estate,2023-08-16,81.45,37.72,40.17,114.13,1886694,0.01
Real Estate,2023-08-17,80.68,37.57,39.82,113.72,1856329,0.01
Real Estate,2023-08-18,80.92,38.19,40.04,115.68,2448804,0.02
Real Estate,2023-08-19,81.42,38.43,40.21,116.28,1898338,0.0
Real Estate,2023-08-20,81.0,38.52,39.99,116.42,2754489,0.01
Real Estate,2023-08-21,80.35,38.98,38.9,116.27,2632941,0.01
Real Estate,2023-08-22,79.14,39.81,37.34,116.59,1968221,0.02
Real Estate,2023-08-23,79.67,39.13,37.92,115.52,1565796,0.02
Real Estate,2023-08-24,79.92,38.42,38.97,115.16,1700803,0.02
Real Estate,2023-08-25,80.57,38.26,39.64,115.45,1923255,0.01
Real Estate,2023-08-26,81.72,39.6,39.81,118.51,3337715,0.01
Real Estate,2023-08-27,81.64,40.05,39.15,118.7,4265945,0.01
Real Estate,2023-08-28,82.91,39.99,40.35,119.7,5575999,0.01
Real Estate,2023-08-29,83.66,41.35,39.38,121.25,4745913,0.02
Real Estate,2023-08-30,85.02,42.67,39.56,124.2,6900677,0.01
Real Estate,2023-08-31,85.02,43.87,38.54,125.7,8143657,0.02
Real Estate,2023-09-01,84.97,44.9,37.23,126.36,8577175,0.02
Real Estate,2023-09-02,84.95,45.45,37.16,127.62,9334398,0.01
Real Estate,2023-09-03,84.45,46.37,35.88,128.26,9546502,0.02
Real Estate,2023-09-04,84.02,47.03,34.53,128.12,14366707,0.02
Real Estate,2023-09-05,83.24,47.81,33.24,128.51,13223013,0.02
Real Estate,2023-09-06,83.2,48.51,32.38,129.02,8913266,0.02
Real Estate,2023-09-07,83.85,49.25,32.54,130.74,9309150,0.01
Real Estate,2023-09-08,83.93,49.12,32.59,130.49,8510279,0.0
Real Estate,2023-09-09,83.95,47.42,33.95,128.28,13270535,0.03
Technology,2023-01-01,83.87,99.36,22.07,282.39,17418651,
Technology,2023-01-02,83.3,99.23,21.95,281.77,17820994,0.01
Technology,2023-01-03,82.69,98.51,21.58,279.68,19324449,0.01
Technology,2023-01-04,83.47,100.07,21.28,283.68,21915557,0.02
Technology,2023-01-05,83.46,99.81,20.74,282.99,15672407,0.02
Technology,2023-01-06,82.72,97.88,20.02,277.93,15721648,0.04
Technology,2023-01-07,83.45,100.78,20.16,285.06,14543118,0.02
Technology,2023-01-08,83.98,102.71,20.28,289.71,12282849,0.02
Technology,2023-01-09,84.09,102.34,20.12,288.92,10057423,0.03
Technology,2023-01-10,83.12,100.61,20.35,284.06,11761105,0.03
Technology,2023-01-11,84.85,103.98,20.42,292.81,9744841,0.01
Technology,2023-01-12,84.96,105.3,20.16,295.56,8048310,0.01
Technology,2023-01-13,85.85,107.53,20.44,301.4,7553522,0.02
Technology,2023-01-14,85.38,106.65,21.12,299.19,6037353,0.02
Technology,2023-01-15,85.44,106.92,21.77,299.67,6772130,0.02
Technology,2023-01-16,85.28,106.54,21.47,298.72,6367544,0.01
Technology,2023-01-17,85.97,106.95,21.93,300.19,6963186,0.01
Technology,2023-01-18,86.12,106.78,21.82,299.91,7442011,0.01
Technology,2023-01-19,86.21,107.07,21.71,300.57,7374110,0.01
Technology,2023-01-20,85.54,105.82,21.5,297.65,7064255,0.03
Technology,2023-01-21,86.21,106.17,22.42,299.13,9295271,0.03
Technology,2023-01-22,87.17,107.94,22.31,303.82,8319783,0.03
Technology,2023-01-23,87.05,107.59,22.35,303.22,9739506,0.02
Technology,2023-01-24,86.51,106.93,21.65,301.27,11069319,0.02
Technology,2023-01-25,86.64,104.6,22.14,296.14,6700583,0.03
Technology,2023-01-26,87.36,106.7,22.02,301.17,7514233,0.02
Technology,2023-01-27,87.6,107.85,22.06,303.87,9508978,0.02
Technology,2023-01-28,87.78,107.41,21.65,302.86,6543541,0.03
Technology,2023-01-29,87.61,107.87,20.82,303.8,7135380,0.02
Technology,2023-01-30,88.97,110.36,21.29,310.32,6721260,0.02
Technology,2023-01-31,88.24,110.25,20.92,309.56,7300709,0.01
Technology,2023-02-01,88.93,111.52,22.3,313.07,5789851,0.03
Technology,2023-02-02,89.26,113.45,22.3,317.63,5859566,0.02
Technology,2023-02-03,89.33,112.65,22.13,315.89,7396589,0.01
Technology,2023-02-04,89.66,113.77,22.47,318.64,6338053,0.02
Technology,2023-02-05,89.19,111.69,22.74,313.9,6125029,0.01
Technology,2023-02-06,89.92,113.51,22.52,318.29,5427844,0.03
Technology,2023-02-07,89.45,111.71,22.76,314.0,3715938,0.01
Technology,2023-02-08,88.98,112.18,22.64,314.69,2874828,0.01
Technology,2023-02-09,88.89,110.86,22.91,311.75,3160371,0.02
Technology,2023-02-10,89.28,112.14,23.35,314.81,3248967,0.02
Technology,2023-02-11,89.27,112.05,23.38,314.78,3549564,0.02
Technology,2023-02-12,89.16,112.74,22.91,316.13,3440922,0.02
Technology,2023-02-13,88.89,112.97,22.01,316.22,4172554,0.02
