employee_id,department,education,education_field,gender,age,tenure,marital_status,distance_from_home,job_role,salary,bonus,job_satisfaction,performance_rating,overtime,attrition,salary_category,tenure_group,age_group
EMP2126,Marketing,PhD,Medical,Female,23,2,Divorced,34.9,CMO,184866.59,2925.61,4,2,No,No,Very High,0-2 years,18-25
EMP2127,Sales,Master,Medical,Female,49,3,Divorced,6.3,Account Executive,85948.85,7232.65,2,2,No,No,Medium,3-5 years,46-55
EMP2128,Technology,PhD,Life Sciences,Male,51,5,Single,19.8,Data Scientist,176564.81,12098.2,5,3,No,Yes,Very High,3-5 years,46-55
EMP2129,Finance,PhD,Other,Male,59,15,Divorced,16.1,CFO,244626.82609999998,34537.12,2,2,No,No,Very High,10+ years,55+
EMP2130,R&D,PhD,Technical,Male,25,4,Divorced,40.2,Lab Technician,73521.79,4809.92,2,5,No,No,Medium,3-5 years,18-25
EMP2131,R&D,High School,Medical,Male,22,6,Married,25.8,Lab Technician,37628.12,4206.75,3,2,No,No,Low,6-10 years,18-25
EMP2132,Customer Service,Bachelor,Medical,Female,29,3,Married,12.5,Support Specialist,46104.24,4019.32,4,5,No,No,Low,3-5 years,26-35
EMP2133,Operations,Master,Medical,Female,50,5,Married,16.1,Operations Manager,108907.29,6709.96,4,5,No,No,High,3-5 years,46-55
EMP2134,Marketing,High School,Medical,Male,60,0,Married,34.3,Marketing Specialist,42618.64,4808.75,2,1,No,Yes,Low,,55+
EMP2135,Operations,Master,Technical,Female,24,1,Divorced,7.7,Logistics Coordinator,65495.27,11504.79,4,2,Yes,No,Medium,0-2 years,18-25
EMP2136,HR,High School,Other,Male,53,2,Single,5.9,HR Specialist,41477.12,659.65,3,1,No,Yes,Low,0-2 years,46-55
EMP2137,Operations,Bachelor,Life Sciences,Female,31,3,Married,0.2,Operations Manager,69438.79,6747.58,3,5,No,No,Medium,3-5 years,26-35
EMP2138,Technology,Bachelor,Medical,Male,31,0,Single,26.3,Data Scientist,102431.66,16121.0,5,2,No,No,High,,26-35
EMP2139,Sales,Master,Marketing,Male,40,0,Divorced,24.2,Sales Manager,109623.85,3762.12,4,2,No,No,High,,36-45
EMP2140,Marketing,PhD,Technical,Female,55,1,Divorced,1.7,SEO Analyst,102026.2,2531.91,5,1,Yes,No,High,0-2 years,46-55
EMP2141,Marketing,High School,Life Sciences,Male,54,17,Married,12.9,Marketing Specialist,64663.93,2636.63,1,1,No,No,Medium,10+ years,46-55
EMP2142,Sales,Master,Marketing,Male,44,2,Married,9.4,Account Executive,79973.88,9855.41,3,5,No,No,Medium,0-2 years,36-45
EMP2143,Technology,PhD,Marketing,Male,49,3,Single,1.9,IT Support,85755.93,2294.51,2,5,No,No,Medium,3-5 years,46-55
EMP2144,HR,Bachelor,Marketing,Female,53,1,Single,59.1,CHRO,117147.05,21860.47,3,2,Yes,No,High,0-2 years,46-55
EMP2145,Customer Service,High School,Medical,Female,28,4,Married,3.6,Support Specialist,37183.47,462.37,1,2,No,Yes,Low,3-5 years,26-35
EMP2146,R&D,Bachelor,Other,Female,50,1,Married,1.0,Research Scientist,71669.81,8575.96,2,4,No,Yes,Medium,0-2 years,46-55
EMP2147,Customer Service,High School,Medical,Male,29,1,Single,13.6,Service Manager,44449.43,1714.62,4,4,No,No,Low,0-2 years,26-35
EMP2148,Customer Service,PhD,Marketing,Female,22,3,Married,20.1,Customer Support,61352.42,5316.12,4,3,Yes,No,Medium,3-5 years,18-25
EMP2149,R&D,High School,Life Sciences,Male,24,0,Married,0.5,Research Scientist,63293.83,3711.67,3,5,Yes,No,Medium,,18-25
EMP2150,HR,PhD,Medical,Male,45,0,Divorced,16.1,HR Manager,111226.4,4129.18,2,3,No,Yes,High,,36-45
EMP2151,Finance,High School,Life Sciences,Female,44,1,Single,11.4,CFO,105395.16,4847.69,2,3,No,No,High,0-2 years,36-45
EMP2152,Technology,Master,Medical,Male,29,0,Single,1.6,IT Support,73014.32,3213.66,5,1,No,Yes,Medium,,26-35
EMP2153,Operations,Bachelor,Other,Female,58,0,Single,2.8,Operations Manager,68996.93,8658.24,1,1,No,No,Medium,,55+
EMP2154,R&D,High School,Other,Male,24,2,Divorced,12.6,Lab Technician,33898.97,4445.07,4,4,No,No,Low,0-2 years,18-25
EMP2155,Technology,High School,Medical,Male,54,8,Divorced,5.3,Data Scientist,93158.7,9984.75,3,3,No,No,Medium,6-10 years,46-55
EMP2156,HR,Bachelor,Medical,Male,49,4,Divorced,41.8,HR Specialist,48713.54,1797.11,2,4,Yes,Yes,Low,3-5 years,46-55
EMP2157,Customer Service,High School,Other,Female,29,3,Divorced,25.6,Service Manager,53544.99,6191.41,4,5,No,Yes,Medium,3-5 years,26-35
EMP2158,HR,Bachelor,Life Sciences,Female,55,1,Single,61.6,HR Specialist,55011.71,5151.18,3,2,No,No,Medium,0-2 years,46-55
EMP2159,Sales,PhD,Other,Female,56,13,Single,4.5,Sales Representative,99446.05,13004.3,4,1,No,No,Medium,10+ years,55+
EMP2160,Finance,Master,Medical,Female,53,2,Married,52.5,CFO,177009.39,4576.32,3,5,No,No,Very High,0-2 years,46-55
EMP2161,R&D,Master,Life Sciences,Female,45,0,Single,8.5,Lab Technician,58230.71,7422.61,4,5,No,No,Medium,,36-45
EMP2162,Sales,Bachelor,Medical,Male,35,4,Married,6.4,Sales Manager,89765.87,6589.31,5,1,Yes,Yes,Medium,3-5 years,26-35
EMP2163,Sales,Master,Technical,Female,53,0,Divorced,0.8,BD Manager,133069.39,9784.35,1,1,No,Yes,High,,46-55
EMP2164,Finance,Bachelor,Medical,Female,64,2,Single,0.8,Accountant,61706.6,4127.27,4,3,No,No,Medium,0-2 years,55+
EMP2165,HR,Master,Other,Female,37,3,Single,17.7,CHRO,146602.61,34200.05,1,4,No,Yes,High,3-5 years,36-45
EMP2166,Finance,High School,Marketing,Female,25,10,Married,9.2,Financial Analyst,63836.07,1302.91,4,5,No,No,Medium,6-10 years,18-25
EMP2167,Marketing,High School,Other,Male,58,3,Divorced,3.9,Marketing Specialist,50622.19,2789.05,2,3,Yes,Yes,Medium,3-5 years,55+
EMP2168,HR,Master,Other,Female,42,6,Married,14.3,HR Manager,119291.36,12057.25,5,3,No,No,High,6-10 years,36-45
EMP2169,HR,PhD,Life Sciences,Male,35,24,Divorced,4.4,HR Specialist,118612.15,7307.42,5,5,No,No,High,10+ years,26-35
EMP2170,Operations,Master,Technical,Female,52,0,Married,12.9,Supply Chain Analyst,77264.07,10831.22,1,5,Yes,No,Medium,,46-55
EMP2171,Technology,High School,Life Sciences,Female,39,1,Single,6.7,Data Scientist,74088.88,1117.11,2,2,No,No,Medium,0-2 years,36-45
EMP2172,Sales,Master,Medical,Female,28,2,Single,26.0,Sales Manager,125466.71,3525.64,3,4,Yes,No,High,0-2 years,26-35
EMP2173,Customer Service,High School,Marketing,Female,31,2,Married,25.8,Support Specialist,34765.39,426.06,5,5,No,Yes,Low,0-2 years,26-35
EMP2174,R&D,PhD,Other,Male,28,2,Single,9.7,Research Director,160603.89,18111.15,2,1,No,Yes,Very High,0-2 years,26-35
EMP2175,Marketing,PhD,Marketing,Male,54,11,Divorced,6.5,CMO,224052.91,2477.19,2,2,No,Yes,Very High,10+ years,46-55
EMP2176,Marketing,Master,Marketing,Female,44,6,Single,6.8,CMO,166997.67,35553.72,1,4,Yes,Yes,Very High,6-10 years,36-45
EMP2177,R&D,High School,Medical,Female,42,4,Single,24.6,Lab Technician,38141.04,5976.4,2,1,No,No,Low,3-5 years,36-45
EMP2178,Finance,PhD,Medical,Female,40,1,Divorced,6.0,Financial Analyst,116662.39,1816.83,2,1,No,Yes,High,0-2 years,36-45
EMP2179,Operations,Bachelor,Marketing,Female,40,8,Divorced,3.5,Operations Manager,73972.65,4419.64,3,4,No,No,Medium,6-10 years,36-45
EMP2180,Technology,Master,Other,Female,57,15,Married,1.3,CTO,244626.82609999998,24706.7,1,2,No,Yes,Very High,10+ years,55+
EMP2181,R&D,Bachelor,Medical,Female,50,8,Married,9.4,Research Director,100999.89,867.5,1,1,Yes,Yes,High,6-10 years,46-55
EMP2182,Sales,Master,Other,Male,39,0,Divorced,9.9,Account Executive,78661.4,8169.09,2,3,No,No,Medium,,36-45
EMP2183,R&D,High School,Medical,Female,23,5,Married,27.6,Research Director,82589.49,7888.45,3,4,No,No,Medium,3-5 years,18-25
EMP2184,Sales,High School,Other,Female,22,0,Single,3.8,BD Manager,76158.99,3414.79,4,4,No,No,Medium,,18-25
EMP2185,Customer Service,Bachelor,Other,Female,26,1,Single,7.2,Customer Support,38831.75,3431.23,5,5,No,Yes,Low,0-2 years,26-35
EMP2186,Technology,High School,Technical,Male,41,0,Divorced,24.8,IT Support,42384.82,6164.07,1,2,No,Yes,Low,,36-45
EMP2187,Operations,High School,Medical,Male,32,4,Single,26.0,Logistics Coordinator,35668.26,3206.71,3,3,No,No,Low,3-5 years,26-35
EMP2188,R&D,High School,Technical,Female,63,5,Single,7.3,Research Scientist,63402.5,6265.27,3,3,No,No,Medium,3-5 years,55+
EMP2189,R&D,Bachelor,Marketing,Male,23,0,Married,9.2,Research Scientist,81998.38,6813.31,2,5,Yes,No,Medium,,18-25
EMP2190,R&D,High School,Other,Female,24,2,Married,5.4,Research Scientist,67949.95,4311.3,5,1,No,Yes,Medium,0-2 years,18-25
EMP2191,HR,PhD,Other,Male,44,3,Divorced,40.4,HR Specialist,81999.54,6202.98,1,1,Yes,Yes,Medium,3-5 years,36-45
EMP2192,Technology,Master,Life Sciences,Male,33,2,Married,1.9,Data Scientist,130260.1,4107.41,4,3,No,No,High,0-2 years,26-35
EMP2193,R&D,PhD,Medical,Male,41,0,Married,40.7,Lab Technician,77898.17,938.03,2,2,Yes,Yes,Medium,,36-45
EMP2194,Sales,Bachelor,Marketing,Male,26,2,Single,17.3,Sales Representative,46864.31,4667.59,1,1,No,Yes,Low,0-2 years,26-35
EMP2195,Operations,Bachelor,Marketing,Female,58,6,Married,11.4,Supply Chain Analyst,71375.59,1686.11,1,4,Yes,No,Medium,6-10 years,55+
EMP2196,Marketing,High School,Medical,Male,59,0,Single,0.5,CMO,104608.7,3234.58,3,5,Yes,No,High,,55+
EMP2197,Customer Service,PhD,Life Sciences,Male,51,0,Divorced,9.7,Customer Support,58768.97,7435.92,5,2,No,No,Medium,,46-55
EMP2198,Operations,Bachelor,Life Sciences,Female,30,2,Single,7.9,Operations Manager,67870.68,5769.91,4,1,Yes,No,Medium,0-2 years,26-35
EMP2199,Technology,Master,Medical,Female,55,14,Married,2.6,Software Engineer,145386.91,15278.6,5,3,No,No,High,10+ years,46-55
EMP2200,R&D,Bachelor,Other,Male,56,5,Divorced,16.0,Research Director,105284.59,2214.89,3,5,No,No,High,3-5 years,55+
EMP2201,Technology,PhD,Other,Female,43,5,Divorced,53.2,DevOps,135064.76,9894.32,4,1,Yes,Yes,High,3-5 years,36-45
EMP2202,Finance,Master,Marketing,Female,45,2,Single,12.4,Accountant,70755.5,9230.11,4,3,No,No,Medium,0-2 years,36-45
EMP2203,R&D,Master,Medical,Male,38,4,Married,18.8,Lab Technician,62547.49,12894.1,2,1,No,Yes,Medium,3-5 years,36-45
EMP2204,R&D,High School,Other,Male,31,0,Single,1.1,Lab Technician,37388.94,2959.59,4,5,No,No,Low,,26-35
EMP2205,Technology,Master,Life Sciences,Male,51,5,Married,8.1,Data Scientist,142184.97,6144.13,1,4,No,No,High,3-5 years,46-55
EMP2206,R&D,High School,Medical,Male,44,12,Single,1.9,Research Scientist,81771.87,8984.45,5,4,No,No,Medium,10+ years,36-45
EMP2207,HR,High School,Marketing,Male,53,4,Single,14.2,HR Specialist,41364.1,2083.66,5,3,No,No,Low,3-5 years,46-55
EMP2208,Operations,Bachelor,Other,Male,38,10,Married,41.8,Supply Chain Analyst,72550.37,3945.94,2,4,Yes,Yes,Medium,6-10 years,36-45
EMP2209,Finance,Bachelor,Other,Male,38,6,Married,16.3,Accountant,62010.55,9417.06,4,5,No,No,Medium,6-10 years,36-45
EMP2210,Operations,High School,Life Sciences,Male,35,0,Single,1.2,Logistics Coordinator,35320.65,960.51,3,3,No,No,Low,,26-35
EMP2211,Marketing,PhD,Other,Male,30,11,Divorced,6.6,Marketing Specialist,100256.24,5208.32,1,1,No,No,High,10+ years,26-35
EMP2212,Technology,High School,Other,Male,61,0,Married,12.0,CTO,131458.96,9626.55,2,2,No,Yes,High,,55+
EMP2213,Technology,PhD,Life Sciences,Female,23,3,Single,7.7,Software Engineer,145267.62,6266.81,4,1,No,No,High,3-5 years,18-25
EMP2214,Finance,Master,Life Sciences,Male,46,0,Married,26.9,CFO,168943.66,10131.65,3,5,Yes,No,Very High,,46-55
EMP2215,Operations,Master,Marketing,Male,60,0,Divorced,25.3,Supply Chain Analyst,79610.63,4148.45,4,3,No,No,Medium,,55+
EMP2216,Operations,Master,Medical,Male,30,2,Divorced,14.2,Logistics Coordinator,57521.31,7227.62,2,1,No,Yes,Medium,0-2 years,26-35
EMP2217,Marketing,High School,Other,Female,43,1,Divorced,7.0,CMO,98777.53,17743.76,3,3,Yes,No,Medium,0-2 years,36-45
EMP2218,Finance,PhD,Other,Female,64,3,Married,4.4,Financial Analyst,114538.7,8534.08,3,4,Yes,No,High,3-5 years,55+
EMP2219,Technology,High School,Life Sciences,Female,25,4,Single,1.7,CTO,129993.13,7767.34,3,2,Yes,No,High,3-5 years,18-25
EMP2220,Marketing,Master,Marketing,Male,47,0,Single,6.6,Marketing Specialist,78511.08,4274.04,3,5,No,No,Medium,,46-55
EMP2221,HR,Bachelor,Other,Female,50,0,Married,8.0,HR Specialist,51113.42,1678.7,4,1,No,Yes,Medium,,46-55
EMP2222,Finance,Master,Marketing,Female,55,4,Single,16.9,CFO,177810.02,19030.49,3,2,Yes,Yes,Very High,3-5 years,46-55
EMP2223,Marketing,Master,Technical,Female,44,2,Married,16.1,Content Writer,64151.55,11553.62,4,5,Yes,No,Medium,0-2 years,36-45
EMP2224,Marketing,Bachelor,Life Sciences,Female,58,6,Divorced,1.1,Content Writer,47078.26,4030.22,3,5,No,No,Low,6-10 years,55+
EMP2225,Technology,PhD,Other,Female,32,5,Married,7.5,DevOps,146144.71,15962.32,3,4,No,No,High,3-5 years,26-35
EMP2226,Marketing,Master,Marketing,Male,27,9,Divorced,3.0,Content Writer,66917.12,8350.65,2,3,No,Yes,Medium,6-10 years,26-35
EMP2227,Customer Service,PhD,Medical,Male,39,5,Single,2.6,Customer Support,69439.84,6955.27,4,3,No,No,Medium,3-5 years,36-45
EMP2228,Customer Service,Bachelor,Marketing,Female,42,2,Divorced,26.3,Customer Support,43944.41,5963.72,4,2,No,No,Low,0-2 years,36-45
EMP2229,Customer Service,Bachelor,Marketing,Male,63,5,Married,0.6,Customer Support,43860.72,5473.0,5,4,Yes,No,Low,3-5 years,55+
EMP2230,Operations,Bachelor,Technical,Female,57,1,Divorced,8.1,Logistics Coordinator,48599.05,992.93,2,5,No,No,Low,0-2 years,55+
EMP2231,Operations,High School,Other,Female,62,1,Married,2.8,Operations Manager,57993.81,5453.96,4,4,No,No,Medium,0-2 years,55+
EMP2232,Marketing,PhD,Other,Female,59,7,Divorced,31.7,Marketing Specialist,97151.28,7596.58,2,4,No,Yes,Medium,6-10 years,55+
EMP2233,Customer Service,High School,Life Sciences,Male,55,2,Divorced,12.2,Service Manager,53014.83,2016.07,2,2,No,Yes,Medium,0-2 years,46-55
EMP2234,Technology,Bachelor,Marketing,Female,38,8,Married,3.9,Data Scientist,104431.9,4376.84,2,3,No,Yes,High,6-10 years,36-45
EMP2235,Customer Service,Master,Medical,Female,58,8,Single,10.5,Support Specialist,64119.33,6038.03,1,4,No,Yes,Medium,6-10 years,55+
EMP2236,Customer Service,High School,Technical,Male,46,9,Single,19.7,Support Specialist,42518.26,2346.23,4,4,No,No,Low,6-10 years,46-55
EMP2237,HR,Master,Marketing,Female,59,12,Divorced,47.6,HR Specialist,76744.89,5747.09,2,4,No,No,Medium,10+ years,55+
EMP2238,HR,High School,Medical,Male,33,2,Single,3.7,Recruiter,33764.04,4279.34,1,1,No,Yes,Low,0-2 years,26-35
EMP2239,Sales,PhD,Life Sciences,Female,44,1,Single,32.6,Sales Representative,84020.22,2416.76,1,4,No,Yes,Medium,0-2 years,36-45
EMP2240,Operations,Master,Technical,Male,63,4,Married,40.8,Supply Chain Analyst,84426.91,6130.08,3,4,Yes,No,Medium,3-5 years,55+
EMP2241,Technology,High School,Other,Female,43,2,Single,37.2,Data Scientist,78178.75,3511.66,3,5,Yes,Yes,Medium,0-2 years,36-45
EMP2242,HR,Bachelor,Other,Male,42,4,Married,15.1,Recruiter,53138.93,6796.8,4,1,No,No,Medium,3-5 years,36-45
EMP2243,Customer Service,Bachelor,Marketing,Female,48,6,Married,14.9,Customer Support,45437.94,2299.96,3,4,Yes,No,Low,6-10 years,46-55
EMP2244,Customer Service,PhD,Technical,Male,52,5,Divorced,7.7,Service Manager,113275.67,16170.85,4,4,No,No,High,3-5 years,46-55
EMP2245,Sales,PhD,Medical,Male,27,2,Divorced,20.9,Sales Representative,77200.45,7848.73,1,2,Yes,Yes,Medium,0-2 years,26-35
EMP2246,Sales,High School,Life Sciences,Female,48,0,Divorced,11.4,Sales Manager,68941.21,7950.51,1,2,No,Yes,Medium,,46-55
EMP2247,Operations,Bachelor,Life Sciences,Male,61,2,Divorced,17.0,Logistics Coordinator,50244.29,6488.14,4,1,No,No,Medium,0-2 years,55+
EMP2248,HR,Master,Other,Male,55,0,Divorced,8.4,Recruiter,59472.34,4305.44,3,5,No,No,Medium,,46-55
EMP2249,Technology,High School,Other,Female,33,11,Single,19.7,CTO,152783.46,3950.37,3,1,Yes,No,Very High,10+ years,26-35
EMP2250,Technology,High School,Life Sciences,Female,28,2,Single,26.1,Data Scientist,77017.26,2483.21,4,1,No,No,Medium,0-2 years,26-35
EMP2251,R&D,Bachelor,Other,Male,31,0,Married,2.4,Research Director,87256.54,11659.92,5,2,No,No,Medium,,26-35
EMP2252,Customer Service,PhD,Life Sciences,Male,38,0,Divorced,26.8,Service Manager,95191.69,4496.34,3,2,No,No,Medium,,36-45
EMP2253,Sales,Master,Marketing,Male,47,5,Divorced,11.7,BD Manager,132983.01,12288.52,2,5,Yes,No,High,3-5 years,46-55
EMP2254,Customer Service,PhD,Medical,Male,42,5,Married,27.9,Customer Support,75568.21,11519.42,3,4,Yes,No,Medium,3-5 years,36-45
EMP2255,Finance,High School,Technical,Female,49,2,Married,8.5,Accountant,43417.05,2937.32,5,5,No,Yes,Low,0-2 years,46-55
EMP2256,Operations,High School,Marketing,Female,23,0,Married,7.1,Operations Manager,61227.42,4002.77,1,4,Yes,Yes,Medium,,18-25
EMP2257,Customer Service,Bachelor,Technical,Male,64,2,Divorced,37.0,Customer Support,45411.71,4460.91,1,3,No,No,Low,0-2 years,55+
EMP2258,Marketing,PhD,Life Sciences,Female,22,1,Married,4.3,SEO Analyst,92977.62,4868.42,1,2,No,No,Medium,0-2 years,18-25
EMP2259,Sales,High School,Medical,Male,57,5,Single,27.9,Sales Manager,72526.86,13120.68,3,3,Yes,Yes,Medium,3-5 years,55+
EMP2260,Customer Service,High School,Marketing,Male,47,4,Divorced,9.9,Customer Support,37294.08,1063.76,1,3,No,No,Low,3-5 years,46-55
EMP2261,Technology,PhD,Other,Male,50,2,Single,10.8,Software Engineer,145543.35,25819.06,5,2,Yes,No,High,0-2 years,46-55
EMP2262,Operations,Bachelor,Technical,Female,42,1,Divorced,5.5,Logistics Coordinator,45380.77,1201.19,5,3,No,No,Low,0-2 years,36-45
EMP2263,Technology,Bachelor,Technical,Female,32,22,Single,12.8,DevOps,118018.01,25023.84,3,1,No,No,High,10+ years,26-35
EMP2264,Marketing,Master,Other,Male,61,3,Married,5.9,Marketing Specialist,76185.53,2225.61,2,4,No,Yes,Medium,3-5 years,55+
EMP2265,Sales,Master,Marketing,Female,32,5,Single,0.6,BD Manager,140951.69,15851.56,3,5,No,Yes,High,3-5 years,26-35
EMP2266,Finance,Master,Other,Female,57,0,Divorced,4.8,Accountant,68260.69,3854.42,1,2,No,No,Medium,,55+
EMP2267,Customer Service,PhD,Technical,Male,60,3,Married,0.1,Service Manager,106572.7,4712.12,3,1,No,No,High,3-5 years,55+
EMP2268,Customer Service,Master,Other,Female,61,0,Married,57.5,Customer Support,47337.24,6101.43,5,5,No,No,Low,,55+
EMP2269,Marketing,Master,Technical,Female,56,3,Married,50.6,Marketing Specialist,68958.21,1803.39,3,5,No,Yes,Medium,3-5 years,55+
EMP2270,Operations,PhD,Marketing,Female,55,16,Single,7.5,Supply Chain Analyst,123838.08,17935.16,3,5,No,No,High,10+ years,46-55
EMP2271,Operations,Master,Medical,Female,45,2,Single,19.5,Logistics Coordinator,59057.06,7675.26,2,3,Yes,No,Medium,0-2 years,36-45
EMP2272,HR,Bachelor,Marketing,Male,43,0,Married,6.4,HR Manager,72234.5,8189.47,5,3,Yes,Yes,Medium,,36-45
EMP2273,R&D,High School,Other,Male,26,0,Divorced,16.7,Research Scientist,59892.24,2669.28,4,3,No,No,Medium,,26-35
EMP2274,R&D,Bachelor,Other,Male,54,2,Divorced,24.6,Research Scientist,75203.44,10817.45,4,3,No,No,Medium,0-2 years,46-55
EMP2275,Operations,Bachelor,Marketing,Female,57,0,Married,44.0,Operations Manager,65691.61,1035.24,5,1,No,Yes,Medium,,55+
EMP2276,Sales,High School,Medical,Female,41,0,Single,7.7,BD Manager,73103.94,5973.68,4,3,No,No,Medium,,36-45
EMP2277,Operations,Bachelor,Technical,Male,40,7,Married,22.9,Logistics Coordinator,56172.52,3441.7,1,2,Yes,Yes,Medium,6-10 years,36-45
EMP2278,Technology,High School,Other,Female,56,3,Single,4.6,CTO,124938.73,12355.04,4,5,Yes,No,High,3-5 years,55+
EMP2279,Operations,Bachelor,Other,Female,64,1,Married,69.6,Logistics Coordinator,45392.46,5557.69,1,1,Yes,Yes,Low,0-2 years,55+
EMP2280,Technology,PhD,Marketing,Female,38,11,Single,0.4,Software Engineer,158550.65,7173.28,5,3,No,No,Very High,10+ years,36-45
EMP2281,R&D,PhD,Technical,Female,64,0,Single,13.9,Research Director,166693.56,24889.54,4,5,No,No,Very High,,55+
EMP2282,HR,Master,Technical,Male,55,15,Married,16.2,Recruiter,72119.76,2902.93,4,1,No,No,Medium,10+ years,46-55
EMP2283,HR,PhD,Other,Male,30,1,Married,17.5,HR Manager,126837.79,5805.69,1,5,Yes,Yes,High,0-2 years,26-35
EMP2284,Marketing,High School,Technical,Female,47,10,Divorced,1.9,Marketing Specialist,55080.8,7280.78,1,1,No,Yes,Medium,6-10 years,46-55
EMP2285,Operations,Master,Marketing,Female,23,4,Married,41.8,Supply Chain Analyst,86048.2,6554.25,3,4,No,No,Medium,3-5 years,18-25
EMP2286,Technology,Bachelor,Medical,Male,30,8,Married,3.0,DevOps,90486.76,7380.44,2,1,No,Yes,Medium,6-10 years,26-35
EMP2287,Marketing,PhD,Life Sciences,Female,30,20,Married,14.6,CMO,244626.82609999998,9278.04,4,3,No,No,Very High,10+ years,26-35
EMP2288,Operations,Master,Medical,Female,61,1,Married,3.8,Supply Chain Analyst,72623.88,9032.82,2,5,No,No,Medium,0-2 years,55+
EMP2289,HR,PhD,Marketing,Male,38,16,Divorced,5.5,Recruiter,96867.48,7310.0,2,5,No,No,Medium,10+ years,36-45
EMP2290,R&D,Master,Medical,Male,22,2,Married,11.9,Lab Technician,63755.22,2409.76,4,5,Yes,No,Medium,0-2 years,18-25
EMP2291,Marketing,High School,Life Sciences,Male,46,2,Divorced,8.1,Content Writer,35275.74,4363.46,1,2,Yes,Yes,Low,0-2 years,46-55
EMP2292,Technology,High School,Medical,Female,64,2,Married,2.6,DevOps,75551.9,2580.41,3,2,Yes,No,Medium,0-2 years,55+
EMP2293,HR,Bachelor,Other,Male,61,3,Married,2.8,CHRO,105647.85,13167.0,5,3,No,No,High,3-5 years,55+
EMP2294,R&D,Master,Marketing,Female,63,0,Single,8.1,Research Scientist,104204.35,1061.62,4,4,No,No,High,,55+
EMP2295,Operations,High School,Technical,Female,46,4,Married,21.2,Logistics Coordinator,38571.52,2988.39,4,2,Yes,No,Low,3-5 years,46-55
EMP2296,Marketing,Bachelor,Other,Male,60,3,Divorced,34.2,Marketing Specialist,55007.08,11145.84,5,1,No,No,Medium,3-5 years,55+
EMP2297,Technology,Master,Other,Female,56,7,Married,1.3,CTO,206017.78,18066.85,2,3,No,No,Very High,6-10 years,55+
EMP2298,R&D,Bachelor,Life Sciences,Female,24,8,Single,7.5,Research Director,120190.89,3396.77,3,4,No,No,High,6-10 years,18-25
EMP2299,Operations,High School,Medical,Male,58,2,Divorced,1.6,Logistics Coordinator,34240.12,2391.18,2,1,No,Yes,Low,0-2 years,55+
EMP2300,Sales,Bachelor,Marketing,Female,51,1,Divorced,0.3,BD Manager,91068.43,4107.55,5,5,No,No,Medium,0-2 years,46-55
EMP2301,Operations,Master,Life Sciences,Male,59,1,Divorced,16.3,Supply Chain Analyst,77138.55,7682.53,5,2,No,No,Medium,0-2 years,55+
EMP2302,HR,PhD,Life Sciences,Male,55,1,Married,13.8,Recruiter,75206.01,3601.52,3,1,No,No,Medium,0-2 years,46-55
EMP2303,Marketing,High School,Medical,Male,33,0,Single,2.7,Marketing Specialist,44394.25,4158.84,5,4,No,Yes,Low,,26-35
EMP2304,Finance,Master,Marketing,Male,40,2,Single,4.0,Accountant,68792.57,9263.87,5,3,No,No,Medium,0-2 years,36-45
EMP2305,Operations,Master,Other,Male,58,1,Single,0.4,Operations Manager,88916.51,6446.68,3,1,Yes,Yes,Medium,0-2 years,55+
EMP2306,Customer Service,Bachelor,Marketing,Male,38,16,Single,27.0,Support Specialist,56296.37,2630.56,4,3,No,No,Medium,10+ years,36-45
EMP2307,Finance,High School,Life Sciences,Female,31,4,Single,55.1,Financial Analyst,52942.51,4044.14,2,5,No,Yes,Medium,3-5 years,26-35
EMP2308,Finance,PhD,Life Sciences,Female,33,2,Single,2.2,Controller,138926.45,16665.92,4,4,No,No,High,0-2 years,26-35
EMP2309,Marketing,PhD,Technical,Male,37,4,Single,3.9,Content Writer,80933.1,10108.59,4,4,No,Yes,Medium,3-5 years,36-45
EMP2310,Marketing,Bachelor,Medical,Female,45,0,Married,30.4,CMO,113218.87,14014.28,2,2,No,Yes,High,,36-45
EMP2311,Technology,High School,Technical,Female,40,2,Married,39.1,Data Scientist,76932.46,5130.71,4,4,No,No,Medium,0-2 years,36-45
EMP2312,HR,PhD,Life Sciences,Female,29,4,Single,8.2,HR Specialist,84515.05,5124.29,3,1,Yes,No,Medium,3-5 years,26-35
EMP2313,Technology,High School,Other,Male,52,3,Divorced,0.8,Software Engineer,74304.56,10476.25,2,1,No,Yes,Medium,3-5 years,46-55
EMP2314,Sales,Bachelor,Life Sciences,Male,42,2,Married,0.6,Account Executive,73747.09,6724.03,1,1,Yes,No,Medium,0-2 years,36-45
EMP2315,Operations,High School,Marketing,Female,38,25,Married,12.8,Logistics Coordinator,57241.49,6768.99,4,5,Yes,Yes,Medium,10+ years,36-45
EMP2316,Marketing,High School,Marketing,Male,44,10,Single,7.5,CMO,109247.82,19585.76,5,4,No,Yes,High,6-10 years,36-45
EMP2317,R&D,High School,Other,Female,58,4,Married,0.4,Lab Technician,35521.06,1986.62,2,4,Yes,No,Low,3-5 years,55+
EMP2318,Marketing,Bachelor,Other,Male,37,4,Single,13.1,Content Writer,46820.31,7239.09,1,1,No,Yes,Low,3-5 years,36-45
EMP2319,Marketing,Bachelor,Technical,Female,27,4,Married,0.2,Content Writer,46333.24,781.03,5,2,No,No,Low,3-5 years,26-35
EMP2320,Marketing,Bachelor,Other,Male,29,1,Married,23.2,CMO,122545.06,17334.35,1,2,No,No,High,0-2 years,26-35
