user_id,join_date,location,review_count,helpfulness_score,user_tenure_days,user_activity
USER6483,2022-01-19,City 14,12,3.18,1410,Active
USER6484,2020-04-02,City 15,9,3.42,2067,Active
USER6485,2022-03-31,City 1,13,3.82,1339,Active
USER6486,2020-04-14,City 2,21,2.27,2055,Super Reviewer
USER6487,2023-03-13,City 3,9,2.9,992,Active
USER6488,2023-02-24,City 4,25,3.85,1009,Super Reviewer
USER6489,2021-02-02,City 5,14,4.74,1761,Active
USER6490,2022-01-12,City 6,12,3.66,1417,Active
USER6491,2023-02-07,City 7,15,4.62,1026,Active
USER6492,2021-08-14,City 8,20,3.91,1568,Active
USER6493,2020-05-30,City 9,16,3.07,2009,Active
USER6494,2022-03-02,City 10,15,1.52,1368,Active
USER6495,2022-10-29,City 11,16,3.63,1127,Active
USER6496,2022-07-11,City 12,18,4.18,1237,Active
USER6497,2023-01-31,City 13,14,1.28,1033,Active
USER6498,2021-07-26,City 14,14,3.91,1587,Active
USER6499,2023-06-30,City 15,15,2.58,883,Active
USER6500,2023-10-25,City 1,16,1.23,766,Active
USER6501,2023-06-05,City 2,19,2.96,908,Active
USER6502,2020-08-31,City 3,11,1.95,1916,Active
USER6503,2020-09-20,City 4,12,4.36,1896,Active
USER6504,2020-07-17,City 5,17,4.09,1961,Active
USER6505,2022-03-17,City 6,16,2.82,1353,Active
USER6506,2022-02-03,City 7,10,3.34,1395,Active
USER6507,2021-11-25,City 8,20,4.62,1465,Active
USER6508,2023-02-16,City 9,18,3.32,1017,Active
USER6509,2022-01-18,City 10,9,2.94,1411,Active
USER6510,2020-10-22,City 11,14,2.71,1864,Active
USER6511,2021-02-11,City 12,24,3.82,1752,Super Reviewer
USER6512,2023-05-18,City 13,13,2.98,926,Active
USER6513,2022-11-08,City 14,13,4.43,1117,Active
USER6514,2022-04-02,City 15,17,3.94,1337,Active
USER6515,2022-10-21,City 1,18,2.01,1135,Active
USER6516,2020-03-23,City 2,13,3.06,2077,Active
USER6517,2020-04-02,City 3,15,2.56,2067,Active
USER6518,2020-03-20,City 4,11,2.53,2080,Active
USER6519,2020-10-07,City 5,14,4.36,1879,Active
USER6520,2021-11-13,City 6,17,2.37,1477,Active
USER6521,2022-08-28,City 7,16,1.08,1189,Active
USER6522,2022-11-29,City 8,17,2.32,1096,Active
USER6523,2022-07-24,City 9,16,3.32,1224,Active
USER6524,2020-11-01,City 10,14,1.41,1854,Active
USER6525,2023-05-26,City 11,8,1.67,918,Active
USER6526,2022-11-21,City 12,13,3.5,1104,Active
USER6527,2020-10-13,City 13,15,3.13,1873,Active
USER6528,2021-11-02,City 14,12,3.25,1488,Active
USER6529,2023-06-09,City 15,11,1.18,904,Active
USER6530,2021-10-14,City 1,17,2.06,1507,Active
USER6531,2020-11-28,City 2,13,2.68,1827,Active
USER6532,2022-03-15,City 3,19,3.85,1355,Active
USER6533,2023-06-16,City 4,8,2.9,897,Active
USER6534,2021-09-04,City 5,12,1.05,1547,Active
USER6535,2023-04-30,City 6,20,4.62,944,Active
USER6536,2021-11-19,City 7,17,3.78,1471,Active
USER6537,2022-11-04,City 8,13,3.11,1121,Active
USER6538,2022-11-09,City 9,18,1.64,1116,Active
USER6539,2022-12-26,City 10,19,3.1,1069,Active
USER6540,2022-09-30,City 11,14,3.3,1156,Active
USER6541,2023-12-22,City 12,11,2.86,708,Active
USER6542,2023-02-26,City 13,16,2.99,1007,Active
USER6543,2021-09-05,City 14,15,0.84,1546,Active
USER6544,2022-08-30,City 15,16,2.58,1187,Active
USER6545,2020-02-04,City 1,16,0.84,2125,Active
USER6546,2022-01-24,City 2,15,3.84,1405,Active
USER6547,2021-11-09,City 3,12,4.57,1481,Active
USER6548,2023-10-11,City 4,13,3.72,780,Active
USER6549,2020-08-12,City 5,15,2.56,1935,Active
USER6550,2022-05-03,City 6,12,1.07,1306,Active
USER6551,2023-04-10,City 7,20,4.7,964,Active
USER6552,2021-09-22,City 8,9,3.15,1529,Active
USER6553,2023-11-10,City 9,19,3.1,750,Active
USER6554,2023-07-12,City 10,17,2.64,871,Active
USER6555,2020-02-24,City 11,15,3.79,2105,Active
USER6556,2023-05-07,City 12,17,4.31,937,Active
USER6557,2022-08-29,City 13,14,3.13,1188,Active
USER6558,2021-06-27,City 14,15,3.44,1616,Active
USER6559,2023-09-04,City 15,17,4.53,817,Active
USER6560,2023-03-30,City 1,10,1.8,975,Active
USER6561,2023-03-28,City 2,15,0.78,977,Active
USER6562,2021-04-11,City 3,9,3.14,1693,Active
USER6563,2020-04-15,City 4,16,3.05,2054,Active
USER6564,2023-04-10,City 5,9,3.55,964,Active
USER6565,2022-09-10,City 6,12,2.35,1176,Active
USER6566,2020-12-15,City 7,12,3.95,1810,Active
USER6567,2022-12-09,City 8,23,1.72,1086,Super Reviewer
USER6568,2023-07-12,City 9,19,2.51,871,Active
USER6569,2023-06-23,City 10,12,3.76,890,Active
USER6570,2022-02-17,City 11,12,3.76,1381,Active
USER6571,2020-10-29,City 12,22,4.07,1857,Super Reviewer
USER6572,2023-10-26,City 13,17,4.31,765,Active
USER6573,2021-05-11,City 14,28,2.47,1663,Super Reviewer
USER6574,2020-03-05,City 15,19,3.29,2095,Active
USER6575,2023-03-18,City 1,17,3.92,987,Active
USER6576,2023-12-05,City 2,21,2.11,725,Super Reviewer
USER6577,2020-08-13,City 3,19,2.22,1934,Active
USER6578,2021-01-25,City 4,14,2.14,1769,Active
USER6579,2020-02-08,City 5,14,2.71,2121,Active
USER6580,2022-06-22,City 6,22,4.58,1256,Super Reviewer
USER6581,2021-10-04,City 7,13,0.62,1517,Active
USER6582,2022-05-07,City 8,13,3.05,1302,Active
USER6583,2020-11-06,City 9,13,0.97,1849,Active
USER6584,2022-04-25,City 10,17,1.07,1314,Active
USER6585,2023-11-15,City 11,12,2.72,745,Active
USER6586,2021-02-21,City 12,10,4.12,1742,Active
USER6587,2022-04-20,City 13,14,3.24,1319,Active
USER6588,2022-10-24,City 14,8,2.53,1132,Active
USER6589,2023-06-06,City 15,19,4.61,907,Active
USER6590,2022-08-23,City 1,14,2.91,1194,Active
USER6591,2020-05-07,City 2,20,2.35,2032,Active
USER6592,2023-12-16,City 3,16,3.51,714,Active
USER6593,2020-10-09,City 4,14,2.44,1877,Active
USER6594,2022-11-28,City 5,15,4.03,1097,Active
USER6595,2021-02-28,City 6,18,1.77,1735,Active
USER6596,2023-02-22,City 7,11,3.65,1011,Active
USER6597,2021-10-27,City 8,11,4.49,1494,Active
USER6598,2023-09-18,City 9,16,2.97,803,Active
USER6599,2022-09-06,City 10,16,2.78,1180,Active
USER6600,2022-12-12,City 11,13,4.85,1083,Active
USER6601,2022-02-10,City 12,16,3.22,1388,Active
USER6602,2021-10-04,City 13,16,2.95,1517,Active
USER6603,2020-12-20,City 14,18,3.27,1805,Active
USER6604,2022-07-30,City 15,11,4.02,1218,Active
USER6605,2022-12-27,City 1,10,4.58,1068,Active
USER6606,2021-12-02,City 2,11,2.94,1458,Active
USER6607,2023-01-23,City 3,19,2.61,1041,Active
USER6608,2021-12-26,City 4,16,1.91,1434,Active
USER6609,2023-10-16,City 5,17,3.66,775,Active
USER6610,2023-10-26,City 6,20,2.85,765,Active
USER6611,2023-08-10,City 7,17,1.04,842,Active
USER6612,2023-11-20,City 8,24,4.36,740,Super Reviewer
USER6613,2021-06-25,City 9,16,3.26,1618,Active
USER6614,2023-06-03,City 10,18,2.89,910,Active
USER6615,2022-09-18,City 11,12,3.97,1168,Active
USER6616,2021-01-28,City 12,21,3.71,1766,Super Reviewer
USER6617,2021-05-19,City 13,10,3.93,1655,Active
USER6618,2021-07-25,City 14,15,1.0,1588,Active
USER6619,2023-02-16,City 15,10,2.57,1017,Active
USER6620,2021-09-03,City 1,12,1.16,1548,Active
USER6621,2021-04-05,City 2,17,1.66,1699,Active
USER6622,2021-09-01,City 3,18,3.35,1550,Active
USER6623,2021-08-14,City 4,14,3.38,1568,Active
USER6624,2023-12-14,City 5,12,2.73,716,Active
USER6625,2021-02-28,City 6,16,1.93,1735,Active
USER6626,2023-11-14,City 7,21,2.88,746,Super Reviewer
USER6627,2023-12-14,City 8,21,3.63,716,Super Reviewer
USER6628,2022-09-28,City 9,17,3.38,1158,Active
USER6629,2021-10-11,City 10,11,3.68,1510,Active
USER6630,2022-09-09,City 11,9,3.04,1177,Active
USER6631,2021-12-15,City 12,9,3.72,1445,Active
USER6632,2023-02-21,City 13,19,3.82,1012,Active
USER6633,2021-07-14,City 14,10,4.24,1599,Active
USER6634,2021-08-12,City 15,11,2.3,1570,Active
USER6635,2020-09-06,City 1,11,3.77,1910,Active
USER6636,2023-03-20,City 2,19,4.16,985,Active
USER6637,2023-10-17,City 3,17,2.62,774,Active
USER6638,2023-01-17,City 4,17,4.6,1047,Active
USER6639,2022-02-16,City 5,16,4.0,1382,Active
USER6640,2022-03-19,City 6,21,1.39,1351,Super Reviewer
USER6641,2021-12-07,City 7,10,4.11,1453,Active
USER6642,2020-10-26,City 8,12,3.73,1860,Active
USER6643,2021-08-17,City 9,21,3.4,1565,Super Reviewer
USER6644,2020-03-27,City 10,16,3.06,2073,Active
USER6645,2021-08-12,City 11,14,1.7,1570,Active
USER6646,2020-06-10,City 12,23,1.4,1998,Super Reviewer
USER6647,2021-12-10,City 13,20,3.99,1450,Active
USER6648,2022-06-24,City 14,12,3.03,1254,Active
USER6649,2023-09-05,City 15,17,1.0,816,Active
USER6650,2021-06-09,City 1,12,3.41,1634,Active
USER6651,2022-09-08,City 2,16,3.73,1178,Active
USER6652,2021-03-14,City 3,19,2.87,1721,Active
USER6653,2021-02-17,City 4,17,2.45,1746,Active
USER6654,2023-01-08,City 5,16,2.79,1056,Active
USER6655,2021-07-09,City 6,12,2.86,1604,Active
USER6656,2023-02-25,City 7,12,3.52,1008,Active
USER6657,2023-11-26,City 8,15,3.91,734,Active
USER6658,2021-07-10,City 9,25,3.19,1603,Super Reviewer
USER6659,2020-10-08,City 10,12,2.45,1878,Active
USER6660,2020-08-11,City 11,12,4.64,1936,Active
USER6661,2023-06-14,City 12,13,2.26,899,Active
USER6662,2023-04-16,City 13,16,3.22,958,Active
USER6663,2021-05-05,City 14,19,2.53,1669,Active
USER6664,2021-05-11,City 15,8,1.46,1663,Active
USER6665,2020-04-13,City 1,10,3.16,2056,Active
USER6666,2023-10-03,City 2,22,3.11,788,Super Reviewer
USER6667,2022-12-23,City 3,20,2.13,1072,Active
USER6668,2021-04-07,City 4,17,2.91,1697,Active
USER6669,2023-07-30,City 5,11,3.82,853,Active
USER6670,2021-04-21,City 6,17,2.58,1683,Active
USER6671,2020-04-17,City 7,13,1.41,2052,Active
USER6672,2020-07-24,City 8,19,3.03,1954,Active
USER6673,2022-04-26,City 9,19,2.84,1313,Active
USER6674,2021-11-07,City 10,20,1.91,1483,Active
USER6675,2022-08-25,City 11,16,3.93,1192,Active
USER6676,2020-07-24,City 12,14,1.97,1954,Active
USER6677,2023-10-27,City 13,9,3.42,764,Active
USER6678,2020-10-08,City 14,20,2.1,1878,Active
USER6679,2020-01-11,City 15,11,2.55,2149,Active
USER6680,2023-02-01,City 1,13,3.3,1032,Active
USER6681,2020-11-19,City 2,14,4.2,1836,Active
USER6682,2022-04-13,City 3,10,2.71,1326,Active
USER6683,2023-08-30,City 4,14,1.41,822,Active
USER6684,2022-09-01,City 5,18,3.29,1185,Active
USER6685,2022-09-04,City 6,18,2.03,1182,Active
USER6686,2023-08-25,City 7,19,3.73,827,Active
USER6687,2021-02-12,City 8,11,4.81,1751,Active
USER6688,2021-08-11,City 9,16,4.71,1571,Active
USER6689,2021-10-19,City 10,14,3.53,1502,Active
USER6690,2021-08-07,City 11,20,3.75,1575,Active
USER6691,2023-08-15,City 12,14,3.63,837,Active
USER6692,2020-05-01,City 13,11,2.37,2038,Active
USER6693,2020-07-02,City 14,15,3.73,1976,Active
USER6694,2023-08-28,City 15,19,4.53,824,Active
USER6695,2023-03-21,City 1,18,3.94,984,Active
USER6696,2021-04-20,City 2,15,4.72,1684,Active
USER6697,2022-12-31,City 3,15,2.04,1064,Active
USER6698,2020-03-17,City 4,21,1.44,2083,Super Reviewer
USER6699,2020-12-24,City 5,24,2.51,1801,Super Reviewer
USER6700,2022-05-05,City 6,16,2.38,1304,Active
USER6701,2020-12-26,City 7,10,3.55,1799,Active
USER6702,2020-03-15,City 8,9,2.92,2085,Active
USER6703,2022-03-24,City 9,14,3.28,1346,Active
USER6704,2022-10-11,City 10,11,2.49,1145,Active
USER6705,2021-01-16,City 11,14,1.94,1778,Active
USER6706,2021-08-15,City 12,17,4.71,1567,Active
USER6707,2020-03-17,City 13,15,4.32,2083,Active
USER6708,2020-01-19,City 14,12,2.18,2141,Active
USER6709,2021-09-03,City 15,11,2.99,1548,Active
USER6710,2023-03-09,City 1,12,3.13,996,Active
USER6711,2023-05-19,City 2,18,3.04,925,Active
USER6712,2020-08-07,City 3,16,2.5,1940,Active
USER6713,2021-11-17,City 4,8,2.87,1473,Active
USER6714,2021-08-05,City 5,14,2.84,1577,Active
USER6715,2022-07-19,City 6,17,2.64,1229,Active
USER6716,2023-08-06,City 7,12,4.65,846,Active
USER6717,2023-01-17,City 8,14,1.87,1047,Active
USER6718,2022-12-09,City 9,26,1.9,1086,Super Reviewer
USER6719,2022-10-08,City 10,13,2.91,1148,Active
USER6720,2020-10-01,City 11,17,2.61,1885,Active
USER6721,2022-10-29,City 12,10,2.85,1127,Active
USER6722,2022-08-16,City 13,19,3.38,1201,Active
USER6723,2021-07-12,City 14,13,3.92,1601,Active
USER6724,2021-01-29,City 15,14,3.14,1765,Active
USER6725,2020-08-18,City 1,14,4.03,1929,Active
USER6726,2021-11-08,City 2,15,4.66,1482,Active
USER6727,2020-11-28,City 3,21,3.06,1827,Super Reviewer
USER6728,2022-07-28,City 4,22,4.28,1220,Super Reviewer
USER6729,2023-08-20,City 5,19,1.38,832,Active
USER6730,2021-06-10,City 6,6,1.14,1633,Active
USER6731,2021-01-16,City 7,15,4.08,1778,Active
USER6732,2020-01-29,City 8,17,3.18,2131,Active
USER6733,2021-11-21,City 9,25,2.21,1469,Super Reviewer
USER6734,2021-08-27,City 10,10,2.23,1555,Active
USER6735,2023-03-08,City 11,17,1.38,997,Active
USER6736,2023-10-13,City 12,14,2.15,778,Active
USER6737,2021-01-30,City 13,8,2.85,1764,Active
USER6738,2020-12-25,City 14,15,3.68,1800,Active
USER6739,2023-06-05,City 15,15,2.46,908,Active
USER6740,2023-08-01,City 1,17,3.53,851,Active
USER6741,2022-04-10,City 2,20,4.14,1329,Active
USER6742,2022-05-25,City 3,15,3.93,1284,Active
USER6743,2022-11-21,City 4,16,2.97,1104,Active
USER6744,2021-11-02,City 5,14,4.17,1488,Active
USER6745,2020-06-26,City 6,10,1.07,1982,Active
USER6746,2022-03-31,City 7,15,3.03,1339,Active
USER6747,2023-10-02,City 8,14,0.72,789,Active
USER6748,2020-07-14,City 9,20,2.97,1964,Active
USER6749,2021-01-13,City 10,9,3.78,1781,Active
USER6750,2020-10-14,City 11,20,0.99,1872,Active
USER6751,2022-09-04,City 12,18,2.17,1182,Active
USER6752,2021-10-24,City 13,16,4.91,1497,Active
USER6753,2021-05-23,City 14,19,3.95,1651,Active
USER6754,2020-01-14,City 15,17,1.69,2146,Active
USER6755,2021-06-18,City 1,10,4.25,1625,Active
USER6756,2022-02-24,City 2,16,1.97,1374,Active
USER6757,2021-04-27,City 3,14,3.45,1677,Active
USER6758,2022-07-03,City 4,17,1.54,1245,Active
USER6759,2021-06-30,City 5,9,4.61,1613,Active
USER6760,2021-11-06,City 6,15,3.37,1484,Active
USER6761,2021-09-10,City 7,20,3.42,1541,Active
USER6762,2023-04-07,City 8,15,3.54,967,Active
USER6763,2023-03-19,City 9,14,4.13,986,Active
USER6764,2020-01-24,City 10,15,1.76,2136,Active
USER6765,2021-06-19,City 11,12,3.07,1624,Active
USER6766,2023-08-31,City 12,15,3.17,821,Active
USER6767,2022-01-06,City 13,9,1.12,1423,Active
USER6768,2023-11-19,City 14,23,3.56,741,Super Reviewer
USER6769,2021-04-28,City 15,11,3.42,1676,Active
USER6770,2020-05-07,City 1,13,3.98,2032,Active
USER6771,2023-09-29,City 2,13,3.11,792,Active
USER6772,2020-08-30,City 3,16,3.19,1917,Active
USER6773,2022-08-11,City 4,13,1.39,1206,Active
USER6774,2021-09-20,City 5,12,3.45,1531,Active
USER6775,2020-11-23,City 6,18,1.82,1832,Active
USER6776,2022-04-10,City 7,17,2.42,1329,Active
USER6777,2023-11-06,City 8,14,4.16,754,Active
USER6778,2022-10-26,City 9,13,1.63,1130,Active
USER6779,2023-12-11,City 10,11,1.83,719,Active
USER6780,2021-09-28,City 11,13,2.98,1523,Active
USER6781,2023-11-14,City 12,13,2.26,746,Active
USER6782,2020-08-28,City 13,10,2.69,1919,Active
USER6783,2023-08-01,City 14,15,2.41,851,Active
USER6784,2021-08-27,City 15,22,3.34,1555,Super Reviewer
USER6785,2022-01-22,City 1,12,2.82,1407,Active
USER6786,2023-06-12,City 2,12,3.5,901,Active
USER6787,2021-03-28,City 3,7,1.08,1707,Active
USER6788,2021-03-24,City 4,15,2.48,1711,Active
USER6789,2020-09-30,City 5,10,3.29,1886,Active
USER6790,2022-09-06,City 6,13,1.13,1180,Active
USER6791,2020-11-09,City 7,15,4.21,1846,Active
USER6792,2022-07-20,City 8,14,3.47,1228,Active
USER6793,2023-05-25,City 9,17,2.53,919,Active
USER6794,2022-02-04,City 10,15,3.73,1394,Active
USER6795,2022-05-01,City 11,19,4.2,1308,Active
USER6796,2023-12-08,City 12,15,2.9,722,Active
USER6797,2023-01-29,City 13,16,2.73,1035,Active
USER6798,2022-08-22,City 14,6,2.76,1195,Active
USER6799,2023-01-05,City 15,11,4.47,1059,Active
USER6800,2023-09-22,City 1,18,0.17,799,Active
USER6801,2021-03-23,City 2,10,3.51,1712,Active
USER6802,2021-05-21,City 3,12,1.61,1653,Active
USER6803,2023-10-25,City 4,12,2.66,766,Active
USER6804,2023-05-05,City 5,7,3.49,939,Active
USER6805,2020-06-16,City 6,7,0.72,1992,Active
USER6806,2022-12-12,City 7,15,3.71,1083,Active
USER6807,2022-07-03,City 8,16,4.08,1245,Active
USER6808,2022-12-17,City 9,11,4.81,1078,Active
USER6809,2023-12-12,City 10,16,2.89,718,Active
USER6810,2022-01-10,City 11,19,3.77,1419,Active
USER6811,2020-06-08,City 12,10,3.74,2000,Active
USER6812,2023-03-01,City 13,17,3.83,1004,Active
USER6813,2020-08-17,City 14,17,2.83,1930,Active
USER6814,2020-05-06,City 15,12,3.62,2033,Active
USER6815,2023-01-26,City 1,11,2.99,1038,Active
USER6816,2022-11-01,City 2,17,2.95,1124,Active
USER6817,2021-02-18,City 3,22,1.72,1745,Super Reviewer
USER6818,2023-03-18,City 4,12,1.43,987,Active
USER6819,2023-01-04,City 5,14,0.75,1060,Active
USER6820,2020-11-02,City 6,15,1.95,1853,Active
USER6821,2020-12-02,City 7,14,1.84,1823,Active
USER6822,2021-11-02,City 8,18,1.61,1488,Active
USER6823,2022-12-01,City 9,10,2.77,1094,Active
USER6824,2022-06-23,City 10,13,1.3,1255,Active
USER6825,2020-08-26,City 11,11,4.27,1921,Active
USER6826,2023-10-25,City 12,9,1.66,766,Active
USER6827,2021-02-24,City 13,18,1.58,1739,Active
USER6828,2023-04-09,City 14,16,2.37,965,Active
USER6829,2022-09-28,City 15,13,3.98,1158,Active
USER6830,2020-07-05,City 1,17,4.15,1973,Active
USER6831,2022-11-11,City 2,22,4.37,1114,Super Reviewer
USER6832,2022-07-01,City 3,15,4.05,1247,Active
USER6833,2020-04-23,City 4,18,3.54,2046,Active
USER6834,2022-07-17,City 5,11,2.01,1231,Active
USER6835,2020-09-27,City 6,18,3.2,1889,Active
USER6836,2022-11-17,City 7,15,3.6,1108,Active
USER6837,2022-04-30,City 8,13,2.49,1309,Active
USER6838,2022-07-24,City 9,14,2.95,1224,Active
USER6839,2023-02-28,City 10,16,2.05,1005,Active
USER6840,2020-04-28,City 11,19,1.85,2041,Active
USER6841,2023-02-18,City 12,10,3.33,1015,Active
USER6842,2022-08-04,City 13,20,3.15,1213,Active
USER6843,2023-10-09,City 14,13,3.81,782,Active
USER6844,2021-09-23,City 15,13,3.0,1528,Active
USER6845,2020-02-14,City 1,8,3.71,2115,Active
USER6846,2022-03-21,City 2,16,3.43,1349,Active
USER6847,2021-06-05,City 3,12,4.39,1638,Active
USER6848,2020-01-07,City 4,20,1.34,2153,Active
USER6849,2021-03-22,City 5,19,2.8,1713,Active
USER6850,2023-03-30,City 6,18,3.42,975,Active
USER6851,2020-05-29,City 7,11,3.44,2010,Active
USER6852,2020-04-02,City 8,20,1.92,2067,Active
USER6853,2022-05-17,City 9,10,3.31,1292,Active
USER6854,2021-12-06,City 10,24,1.96,1454,Super Reviewer
USER6855,2023-12-05,City 11,13,4.1,725,Active
USER6856,2020-05-10,City 12,18,2.23,2029,Active
USER6857,2023-01-13,City 13,19,0.82,1051,Active
USER6858,2020-05-03,City 14,15,1.93,2036,Active
USER6859,2020-05-21,City 15,14,3.5,2018,Active
USER6860,2022-08-24,City 1,13,3.75,1193,Active
USER6861,2020-03-05,City 2,15,4.21,2095,Active
USER6862,2021-08-10,City 3,13,2.96,1572,Active
USER6863,2022-04-17,City 4,17,3.65,1322,Active
USER6864,2021-01-03,City 5,18,3.73,1791,Active
USER6865,2020-10-04,City 6,17,2.34,1882,Active
USER6866,2023-08-06,City 7,16,2.43,846,Active
USER6867,2023-08-15,City 8,15,4.5,837,Active
USER6868,2022-05-10,City 9,8,4.59,1299,Active
USER6869,2022-02-05,City 10,24,2.4,1393,Super Reviewer
USER6870,2022-02-22,City 11,15,2.19,1376,Active
USER6871,2022-07-07,City 12,15,1.05,1241,Active
USER6872,2022-02-12,City 13,12,2.7,1386,Active
USER6873,2022-02-08,City 14,11,3.14,1390,Active
USER6874,2020-06-13,City 15,14,4.4,1995,Active
USER6875,2023-10-30,City 1,12,4.92,761,Active
USER6876,2023-09-17,City 2,14,1.2,804,Active
USER6877,2023-01-09,City 3,16,3.0,1055,Active
USER6878,2020-09-29,City 4,15,1.23,1887,Active
USER6879,2023-08-31,City 5,23,3.57,821,Super Reviewer
USER6880,2021-12-13,City 6,7,1.25,1447,Active
USER6881,2020-08-30,City 7,12,3.51,1917,Active
USER6882,2020-12-31,City 8,14,4.65,1794,Active
USER6883,2023-01-05,City 9,13,4.31,1059,Active
USER6884,2022-03-15,City 10,15,4.5,1355,Active
USER6885,2022-12-19,City 11,17,1.89,1076,Active
USER6886,2020-09-17,City 12,22,1.04,1899,Super Reviewer
USER6887,2021-04-01,City 13,11,1.55,1703,Active
USER6888,2020-01-08,City 14,16,1.89,2152,Active
USER6889,2020-02-16,City 15,14,2.2,2113,Active
USER6890,2021-09-03,City 1,16,3.76,1548,Active
USER6891,2022-08-06,City 2,12,2.36,1211,Active
USER6892,2023-10-11,City 3,9,2.11,780,Active
USER6893,2023-01-20,City 4,18,3.89,1044,Active
USER6894,2022-05-18,City 5,15,2.56,1291,Active
USER6895,2022-12-25,City 6,14,2.2,1070,Active
USER6896,2022-02-15,City 7,13,2.86,1383,Active
USER6897,2021-04-15,City 8,6,2.57,1689,Active
USER6898,2021-05-21,City 9,20,2.58,1653,Active
USER6899,2022-08-01,City 10,11,0.66,1216,Active
USER6900,2021-12-09,City 11,14,0.59,1451,Active
USER6901,2020-11-13,City 12,18,2.41,1842,Active
USER6902,2021-07-18,City 13,7,1.52,1595,Active
USER6903,2021-01-21,City 14,14,3.24,1773,Active
USER6904,2020-08-19,City 15,23,3.05,1928,Super Reviewer
USER6905,2020-03-06,City 1,12,2.46,2094,Active
USER6906,2023-09-14,City 2,20,4.36,807,Active
USER6907,2022-05-08,City 3,18,1.8,1301,Active
USER6908,2023-06-13,City 4,16,4.08,900,Active
USER6909,2020-02-02,City 5,10,2.74,2127,Active
USER6910,2021-05-07,City 6,12,3.77,1667,Active
USER6911,2021-02-26,City 7,18,2.8,1737,Active
USER6912,2020-05-17,City 8,16,3.43,2022,Active
USER6913,2020-07-25,City 9,26,1.55,1953,Super Reviewer
USER6914,2023-05-01,City 10,14,3.06,943,Active
USER6915,2020-03-09,City 11,21,3.77,2091,Super Reviewer
USER6916,2022-07-03,City 12,16,2.81,1245,Active
USER6917,2023-05-09,City 13,12,2.36,935,Active
USER6918,2023-10-08,City 14,23,3.63,783,Super Reviewer
USER6919,2023-12-11,City 15,19,3.55,719,Active
USER6920,2020-04-09,City 1,15,1.72,2060,Active
USER6921,2021-05-16,City 2,22,3.73,1658,Super Reviewer
USER6922,2020-03-31,City 3,17,3.01,2069,Active
USER6923,2022-04-03,City 4,15,2.97,1336,Active
USER6924,2022-06-17,City 5,15,2.76,1261,Active
USER6925,2021-04-24,City 6,16,3.99,1680,Active
USER6926,2023-01-10,City 7,16,3.71,1054,Active
USER6927,2021-03-20,City 8,11,3.22,1715,Active
USER6928,2020-04-25,City 9,24,4.48,2044,Super Reviewer
USER6929,2020-10-13,City 10,14,4.87,1873,Active
USER6930,2022-10-28,City 11,16,3.39,1128,Active
USER6931,2021-08-15,City 12,14,3.69,1567,Active
USER6932,2021-04-24,City 13,26,4.06,1680,Super Reviewer
USER6933,2023-03-25,City 14,13,3.99,980,Active
USER6934,2021-10-15,City 15,11,3.25,1506,Active
USER6935,2023-03-28,City 1,15,3.89,977,Active
USER6936,2023-05-09,City 2,15,2.96,935,Active
USER6937,2023-10-09,City 3,11,4.55,782,Active
USER6938,2021-10-18,City 4,19,3.83,1503,Active
USER6939,2021-04-30,City 5,13,4.68,1674,Active
USER6940,2021-09-10,City 6,22,1.34,1541,Super Reviewer
USER6941,2020-10-20,City 7,8,3.58,1866,Active
USER6942,2023-09-14,City 8,14,3.77,807,Active
USER6943,2022-12-03,City 9,11,2.06,1092,Active
USER6944,2021-03-28,City 10,26,1.92,1707,Super Reviewer
USER6945,2022-04-26,City 11,15,2.36,1313,Active
USER6946,2021-09-07,City 12,16,2.05,1544,Active
USER6947,2021-07-17,City 13,10,3.22,1596,Active
USER6948,2020-05-04,City 14,13,4.57,2035,Active
USER6949,2023-02-14,City 15,16,3.49,1019,Active
USER6950,2023-04-26,City 1,18,2.7,948,Active
USER6951,2020-12-24,City 2,13,3.47,1801,Active
USER6952,2023-07-06,City 3,12,3.0,877,Active
USER6953,2023-10-22,City 4,11,4.28,769,Active
USER6954,2022-05-24,City 5,10,2.35,1285,Active
USER6955,2023-02-12,City 6,17,2.5,1021,Active
USER6956,2022-10-12,City 7,14,2.35,1144,Active
USER6957,2020-04-06,City 8,16,2.1,2063,Active
USER6958,2021-12-06,City 9,22,2.32,1454,Super Reviewer
USER6959,2023-08-10,City 10,13,4.22,842,Active
USER6960,2023-10-06,City 11,18,4.05,785,Active
USER6961,2022-02-19,City 12,17,2.68,1379,Active
USER6962,2022-12-10,City 13,15,2.32,1085,Active
USER6963,2021-10-14,City 14,11,4.22,1507,Active
USER6964,2023-11-27,City 15,14,3.08,733,Active
USER6965,2022-05-02,City 1,14,1.82,1307,Active
USER6966,2022-04-16,City 2,18,3.67,1323,Active
USER6967,2020-11-01,City 3,9,3.02,1854,Active
USER6968,2021-09-06,City 4,22,1.81,1545,Super Reviewer
USER6969,2022-02-09,City 5,15,2.96,1389,Active
USER6970,2021-01-11,City 6,13,2.34,1783,Active
USER6971,2023-01-06,City 7,15,4.4,1058,Active
USER6972,2022-08-27,City 8,10,2.78,1190,Active
USER6973,2021-05-08,City 9,22,3.97,1666,Super Reviewer
USER6974,2021-04-06,City 10,12,3.36,1698,Active
USER6975,2021-09-07,City 11,9,3.49,1544,Active
USER6976,2023-12-20,City 12,11,4.74,710,Active
